0	-66.510109
1	-67.133698
2	-71.414467
3	-65.671997
4	-64.331009
5	-64.429886
6	-61.243668
7	-62.838730
8	-77.769516
9	-64.444458
10	-65.581749
11	-59.899345
12	-63.202827
13	-63.072575
14	-74.618164
15	-39.948147
16	-50.315197
17	-74.590706
18	-58.360146
19	-67.989838
20	-54.395367
21	-92.155258
22	-60.901089
23	-64.709305
24	-59.588058
25	-61.676395
26	-71.261200
27	-69.059921
28	-91.492699
29	-87.919983
30	-60.592831
31	-70.244186
32	-58.776543
33	-64.246254
34	-41.465431
35	-63.571873
36	-61.670483
37	-64.095726
38	-60.223927
39	-59.041592
40	-59.492455
41	-62.045982
42	-84.419502
43	-67.319084
44	-74.204483
45	-66.160904
46	-66.104942
47	-70.393341
48	-64.963516
49	-85.696114
50	-77.266823
51	-76.196663
52	-70.513069
53	-66.449463
54	-55.087616
55	-62.523602
56	-60.864613
57	-80.044632
58	-58.474483
59	-75.015854
60	-68.076439
61	-70.339180
62	-61.236942
63	-59.897751
64	-71.153397
65	-56.756840
66	-73.027542
67	-66.819550
68	-59.946423
69	-66.687950
70	-62.281620
71	-64.893021
72	-81.714935
73	-67.734344
74	-68.155022
75	-70.200500
76	-73.299438
77	-61.848351
78	-81.090652
79	-50.324837
80	-71.847122
81	-71.031273
82	-73.665512
83	-80.659111
84	-65.240677
85	-46.623951
86	-57.832703
87	-72.967621
88	-74.002838
89	-51.974228
90	-70.441284
91	-80.297806
92	-56.956425
93	-67.805351
94	-66.553856
95	-62.534695
96	-65.760010
97	-60.030724
98	-68.347267
99	-61.669430
100	-68.597618
101	-71.821182
102	-61.634991
103	-40.766441
104	-69.811302
105	-69.458923
106	-72.795006
107	-63.343685
108	-59.929375
109	-69.344269
110	-61.689808
111	-50.807312
112	-66.548660
113	-63.868534
114	-79.585144
115	-71.284065
116	-61.175179
117	-60.462673
118	-59.163380
119	-56.125149
120	-53.919323
121	-63.574463
122	-78.137238
123	-65.490982
124	-72.878036
125	-67.017921
126	-65.648689
127	-65.785217
128	-75.194778
129	-76.107468
130	-48.701588
131	-70.314423
132	-69.370132
133	-55.843590
134	-59.687199
135	-67.135490
136	-60.696976
137	-64.488869
138	-68.886322
139	-58.524059
140	-62.350510
141	-72.948814
142	-69.546852
143	-78.343872
144	-57.670658
145	-63.221207
146	-73.543541
147	-81.351250
148	-62.360241
149	-54.291962
150	-60.802696
151	-70.776520
152	-72.318810
153	-61.717091
154	-64.927399
155	-70.931870
156	-87.537415
157	-43.006126
158	-63.721523
159	-81.194214
160	-41.952713
161	-58.522079
162	-63.284122
163	-72.201302
164	-76.775795
165	-68.317230
166	-69.955940
167	-69.614090
168	-63.983780
169	-82.481804
170	-68.539963
171	-67.241112
172	-60.217613
173	-59.010883
174	-64.614639
175	-80.460823
176	-66.587975
177	-59.851620
178	-66.679352
179	-55.522812
180	-76.895752
181	-72.819206
182	-68.471092
183	-61.970112
184	-63.182831
185	-76.660896
186	-82.545090
187	-62.225044
188	-66.601074
189	-80.427681
190	-62.179661
191	-74.218086
192	-57.832947
193	-66.054199
194	-64.590065
195	-64.610413
196	-60.832954
197	-50.110954
198	-61.313309
199	-70.868111
200	-69.133026
201	-87.798233
202	-64.342636
203	-77.302773
204	-69.154480
205	-58.480968
206	-74.473183
207	-68.945564
208	-72.904465
209	-67.206787
210	-71.460297
211	-61.272717
212	-74.187073
213	-85.816566
214	-37.325485
215	-74.748627
216	-62.553856
217	-73.799881
218	-71.295074
219	-73.229118
220	-60.413460
221	-52.688259
222	-58.157368
223	-58.261536
224	-67.258934
225	-78.791962
226	-74.149300
