0	-62.135231
1	-67.786758
2	-84.482231
3	-86.803535
4	-74.422165
5	-58.058800
6	-66.049332
7	-67.452614
8	-61.164650
9	-60.840500
10	-66.248657
11	-71.714081
12	-71.312485
13	-54.630749
14	-64.858917
15	-77.700241
16	-77.192467
17	-70.244247
18	-76.028267
19	-53.540726
20	-73.453476
21	-82.266571
22	-63.299770
23	-54.423077
24	-74.161079
25	-72.512939
26	-67.819824
27	-52.925945
28	-61.591431
29	-50.148640
30	-76.172943
31	-58.621326
32	-59.269825
33	-75.441216
34	-42.247448
35	-67.443954
36	-68.989380
37	-54.017826
38	-49.811401
39	-66.952812
40	-73.876381
41	-94.819672
42	-47.814312
43	-66.374901
44	-66.582268
45	-65.450211
46	-54.261818
47	-80.390579
48	-69.513397
49	-60.561115
50	-71.985657
51	-53.316891
52	-75.040154
53	-52.135227
54	-71.052162
55	-64.417458
56	-57.782627
57	-46.590794
58	-65.590439
59	-67.579407
60	-41.365902
61	-56.779293
62	-59.609085
63	-73.724754
64	-78.952446
65	-112.341347
66	-63.951122
67	-61.747391
68	-49.776829
69	-69.707619
70	-56.193989
71	-57.924561
72	-79.169693
73	-47.219349
74	-74.216850
75	-56.513168
76	-60.758015
77	-73.167206
78	-75.772255
79	-93.819901
80	-176.050262
81	-172.439987
82	-176.963074
83	161.074890
84	147.226013
85	171.235458
86	178.097656
87	174.277100
88	165.390717
89	-178.480591
90	-174.438644
91	-162.796890
92	178.955551
93	175.320465
94	-176.693466
95	-179.205704
96	161.346390
97	-177.948059
98	164.481705
99	163.974945
100	175.614227
101	170.435791
102	154.403702
103	167.214996
104	173.083160
105	-176.868958
106	-174.247528
107	172.759003
108	175.238541
109	175.892303
110	-175.782608
111	174.337112
112	169.802750
113	-170.625854
114	-163.100357
115	173.901611
116	162.541565
117	-179.012314
118	174.247635
119	171.132309
120	-173.101868
121	173.587418
122	174.972183
123	172.688736
124	-170.508789
125	-175.814438
126	-179.751511
127	170.289352
128	172.843430
129	-176.605453
130	175.408218
131	176.656799
132	-175.398880
133	178.053528
134	165.431046
135	174.758743
136	-165.174286
137	175.036804
138	155.937851
139	174.882782
140	176.160568
141	-171.123215
142	-170.368942
143	148.408203
144	172.910431
145	159.695160
146	-177.567749
147	166.402466
148	173.728806
149	163.516220
150	-175.098312
151	162.395462
152	168.978516
153	165.062668
154	172.317154
155	170.480392
156	174.780396
157	164.747833
158	-170.132309
159	168.082870
160	172.866135
161	153.985947
162	171.020859
163	-173.281433
164	172.901291
